GEO.id2,HC01_VC04,HC01_VC05,HC01_VC06,HC01_VC07,HC01_VC08,HC01_VC09,HC01_VC10,HC01_VC11,HC01_VC12,HC01_VC13,HC01_VC14,HC01_VC17,HC01_VC18,HC01_VC21,HC01_VC22,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC101,HC01_VC141,HC01_VC142,HC01_VC149,HC01_VC150,HC01_VC151,HC01_VC154,HC01_VC155,HC01_VC156,HC01_VC161,HC01_VC162,HC01_VC163,HC01_VC164,HC01_VC165,HC01_VC166,HC01_VC172,HC01_VC173,HC01_VC174,HC01_VC175,HC01_VC176,HC01_VC177,HC01_VC178,HC01_VC179,HC01_VC180,HC01_VC181,HC01_VC187,HC01_VC188,HC01_VC189,HC01_VC190,HC01_VC191,HC01_VC192,HC01_VC193,HC01_VC194,HC01_VC195,HC01_VC196,HC01_VC197,HC01_VC198,HC01_VC199,HC01_VC200,HC01_VC201,HC01_VC202,HC01_VC203,HC01_VC204,HC01_VC205,HC01_VC206,HC01_VC207,HC01_VC208,HC01_VC209,HC01_VC210,HC01_VC211,HC01_VC212
21155,4895,2314,3648,1485,408,267,839,562,2490,2185,893,2550,1944,2.53,3.13,149,68,65,20,143,11,1266,77,151,27,0,27,228,4,224,5,15,0,0,208,0,480,171,400,156,62,0,18,15,0,0,16,49,8,93,1807,160,6,1481,0,0,2721,309,0,4,68,0,39,141,94,0,393,36,127,0,110,4
21157,9060,3175,7172,2224,577,273,1311,678,3366,2930,1339,3655,4089,2.47,2.9,133,44,51,14,120,9,2605,203,141,223,25,198,344,55,289,127,76,8,0,111,22,326,83,202,51,82,11,42,21,0,0,0,18,24,442,3063,452,44,3424,14,42,3538,497,0,72,250,57,10,358,654,0,21,101,0,0,123,0
21159,3201,1409,2337,849,317,243,547,317,1180,1000,449,1665,1117,2.57,2.99,85,83,53,0,105,25,578,38,70,132,5,127,108,0,108,0,8,0,0,100,0,334,116,283,101,26,5,7,0,18,10,18,0,0,58,857,45,7,821,8,0,888,99,0,44,42,0,69,182,57,0,59,0,33,0,54,14
21161,4714,1858,3416,1150,338,133,960,575,1922,1717,685,2008,1862,2.57,3.07,88,46,50,0,97,26,1112,39,33,89,0,89,72,11,61,23,41,0,0,8,0,606,190,176,15,430,175,0,0,0,0,13,63,0,125,1679,182,7,3106,34,0,2252,108,0,25,57,0,0,324,158,0,31,23,59,0,38,2
21163,8148,3606,6379,2589,664,344,1105,673,2409,1971,954,4088,2415,2.75,3.12,124,43,58,8,124,12,3641,266,226,791,24,767,492,53,439,159,193,23,0,110,7,835,276,548,152,144,32,132,92,11,0,29,53,26,439,2586,854,32,5808,99,49,5093,617,19,156,298,17,47,476,633,11,144,93,49,29,193,54
21165,1716,659,1275,427,97,66,344,166,688,606,183,838,592,2.57,3.0,24,31,37,56,52,16,404,0,68,0,0,0,68,0,68,0,0,0,0,68,0,162,72,89,54,29,0,44,18,0,0,0,0,18,50,939,30,0,635,0,11,742,59,0,0,10,0,0,69,156,0,0,15,8,0,13,0
21167,5966,2150,4481,1431,384,222,1101,497,2804,2428,1034,2536,2507,2.41,2.95,133,60,65,21,158,11,1491,231,162,243,40,203,393,22,371,93,95,0,9,160,36,470,178,214,160,225,9,31,9,0,0,36,0,19,687,2731,283,18,3456,0,27,3083,365,0,59,144,20,22,403,276,0,24,22,24,9,118,0
21169,2658,1023,2167,811,184,64,307,148,1260,1093,415,1146,1150,2.53,3.1,17,20,92,0,178,48,576,62,22,37,0,37,84,10,74,21,34,0,0,17,12,81,7,18,0,54,7,9,0,0,0,0,0,0,66,1161,171,16,658,0,11,922,44,0,9,171,24,0,214,260,0,0,8,10,0,48,0
21171,2974,1078,2320,746,101,74,553,258,1462,1208,652,1210,1350,2.41,2.93,40,40,38,0,77,17,696,48,165,50,0,50,213,11,202,4,18,0,0,153,38,369,137,248,134,94,3,27,0,0,0,0,0,14,25,1092,36,6,910,12,0,588,36,0,0,21,0,25,205,444,0,0,42,83,0,25,0
21173,6935,3106,4903,1909,476,344,1556,853,3353,2742,908,3475,2581,2.58,3.15,169,48,75,51,159,17,1696,63,202,57,0,57,265,11,254,40,31,0,0,194,0,439,167,325,159,87,8,27,0,0,0,0,0,0,219,3543,497,36,2566,36,0,2757,310,0,19,224,0,0,246,427,0,14,18,33,12,48,35
21175,3586,1293,2802,893,170,112,614,288,1255,1048,449,1537,1362,2.44,2.82,80,73,69,12,122,40,600,112,93,27,0,27,205,40,165,27,93,0,0,81,4,294,111,109,36,151,41,34,34,0,0,0,3,14,74,1239,213,5,975,0,4,1495,100,0,0,15,0,0,161,182,0,0,39,61,0,5,48
21177,8459,3110,6528,2025,457,178,1474,907,3160,2923,1308,3673,3652,2.57,3.03,142,43,52,23,115,9,2195,55,189,95,0,95,244,0,244,27,48,10,0,153,6,549,228,361,203,127,6,58,19,3,0,14,0,13,464,3016,268,41,2764,5,0,3870,378,6,94,135,0,3,332,587,0,30,208,22,0,134,4
21179,12451,5825,9261,3836,919,568,2271,1421,4209,3584,1234,6290,3678,2.62,3.03,250,48,72,30,122,40,3136,200,443,169,0,169,643,7,636,126,134,0,0,351,32,1163,483,823,304,283,136,57,43,0,0,56,20,20,395,5413,550,98,4759,0,138,6304,745,47,215,280,8,0,505,699,27,55,100,21,60,223,70
21181,2026,846,1607,602,67,46,352,198,835,712,307,967,806,2.43,2.89,13,20,34,0,94,0,448,29,4,9,0,9,33,0,33,11,11,0,0,0,11,94,47,24,14,66,33,0,0,4,0,0,0,0,153,541,27,0,573,0,0,822,62,0,0,7,0,0,161,192,0,0,7,0,0,0,2
21183,6306,2433,4959,1637,286,148,1061,648,2267,1962,946,2761,2549,2.76,3.22,151,66,77,125,139,11,1610,233,174,58,0,58,407,107,300,15,37,0,0,355,0,445,266,371,239,37,0,37,27,0,0,0,10,5,343,1797,299,44,1794,77,81,2480,227,0,46,110,16,8,349,253,0,0,119,0,2,73,12
21185,16011,7795,13312,6180,846,491,1853,1124,3599,2937,1010,8284,4356,2.92,3.25,87,15,40,9,108,16,4275,1040,939,634,33,601,1979,67,1912,368,596,63,9,813,130,2812,871,1715,634,536,97,365,101,196,39,396,264,160,774,7571,1595,96,13582,211,132,7767,2528,63,433,1188,79,337,889,1780,149,225,268,343,81,424,91
21187,2986,1260,2187,840,333,171,466,249,1369,1278,476,1410,1274,2.46,3.04,59,57,81,13,209,0,643,48,0,68,0,68,48,0,48,5,14,0,0,29,0,62,0,62,0,0,0,0,0,0,0,0,0,0,112,878,156,0,1488,0,2,1625,102,0,53,55,10,0,143,132,5,3,0,52,0,0,0
21189,1130,425,728,219,109,30,293,176,610,607,269,521,585,2.64,3.45,15,29,43,48,63,25,312,0,11,33,0,33,11,0,11,11,0,0,0,0,0,20,9,15,9,5,0,0,0,0,0,0,15,0,22,386,48,0,108,0,0,239,0,0,0,24,0,0,8,16,0,0,0,0,0,1,0
21191,3555,1469,2852,1091,212,102,491,276,1794,1465,601,1749,1361,2.7,3.29,22,14,31,11,71,3,900,17,0,18,0,18,17,0,17,12,0,0,0,5,0,171,0,52,0,103,0,0,0,16,0,0,0,0,130,1464,204,3,4030,98,71,1855,207,0,0,48,70,5,101,246,0,0,40,0,0,68,8
21193,7792,3027,5563,1927,591,276,1638,824,3213,2636,1145,3863,2869,2.51,2.94,78,25,51,23,120,2,1498,161,9,0,0,0,170,0,170,48,59,28,0,0,35,258,69,55,10,203,59,0,0,0,0,23,15,65,133,3147,428,16,1275,27,0,2988,318,0,10,30,0,23,359,340,2,5,46,22,0,66,0
21195,17754,6871,13112,4906,1408,509,3234,1456,8558,7509,2910,8346,7184,2.4,2.94,243,36,53,67,97,14,2935,314,177,189,0,189,491,20,471,84,301,25,8,73,0,909,301,416,118,222,15,256,168,15,0,8,8,11,616,7095,703,8,4417,22,72,5705,690,0,70,259,49,6,895,1223,13,142,113,117,0,188,12
21197,2917,1206,1979,725,328,138,610,343,1711,1453,538,1547,1221,2.67,3.35,40,26,73,68,95,57,615,31,50,29,0,29,81,0,81,0,13,18,0,50,0,138,33,106,20,18,0,14,13,0,0,0,0,0,74,1404,150,47,771,0,0,1184,73,0,0,62,0,15,160,70,15,60,15,0,0,3,12
21199,17671,6954,13142,4362,973,435,3556,2157,8381,7276,3029,8076,7673,2.4,2.89,376,56,60,22,143,6,4581,520,437,290,29,261,957,199,758,70,355,0,10,485,37,1316,391,654,193,495,110,159,80,8,8,10,22,154,640,5826,579,47,4724,71,24,5331,908,78,48,399,5,3,804,1066,51,43,189,38,21,377,26
21201,590,244,486,187,15,8,89,49,321,292,156,264,339,2.4,3.08,11,55,83,0,173,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,46,0,5,0,0,0,52,0,0,24,140,37,0,497,0,0,279,23,0,0,0,0,0,51,12,0,0,13,0,0,21,0
21203,4753,1965,3537,1417,244,136,972,412,1881,1694,745,2275,1871,2.51,2.98,52,32,42,51,90,4,1166,26,0,25,0,25,26,0,26,7,19,0,0,0,0,85,4,54,2,21,0,0,0,10,2,0,0,0,91,1018,152,1,1013,38,53,1969,96,0,0,168,3,0,169,239,7,18,6,5,0,52,0
21205,5216,2283,4106,1773,288,88,822,422,3191,2633,873,2486,2128,2.45,3.08,54,13,48,62,68,13,1194,148,102,41,0,41,250,51,199,28,131,17,0,58,16,533,141,237,82,88,9,115,33,93,17,19,0,2,192,2281,116,236,2356,16,23,2925,278,0,4,112,35,17,424,359,19,78,64,2,23,296,5
21207,4628,1550,3340,980,431,215,857,355,2595,2293,1094,1974,2337,2.42,3.0,74,38,42,34,82,13,1035,25,314,44,0,44,339,9,330,13,12,12,0,302,0,320,225,288,206,18,18,1,1,13,0,0,0,6,26,3605,234,0,1134,0,22,1635,214,0,0,35,0,0,201,84,15,12,0,4,11,14,0
21209,13212,6536,10104,4601,863,481,2245,1454,5094,4276,1282,7059,3520,2.61,3.06,110,19,46,0,95,18,3388,460,1130,168,0,168,1590,152,1438,152,305,55,0,1013,65,2288,956,1578,747,245,70,379,139,86,0,31,13,181,498,5852,785,152,8350,74,182,7031,1432,27,116,752,114,343,926,1620,85,113,226,47,33,290,8
21211,11732,5251,8984,3558,846,530,1902,1163,3933,3330,1213,5733,3998,2.67,3.07,217,41,66,46,120,29,3428,378,2567,257,10,247,2945,508,2437,173,291,76,0,2363,42,3738,1990,2986,1802,385,22,355,166,12,0,26,8,54,458,4146,689,46,6438,34,0,5856,859,15,114,345,24,106,563,702,49,167,308,90,37,229,174
21213,4493,1648,3371,1072,406,338,716,238,2167,1810,736,2021,1853,2.59,3.12,88,46,58,0,97,35,1003,143,176,69,0,69,319,6,313,14,162,0,0,133,10,442,90,211,66,194,23,30,0,7,1,32,40,11,104,1770,378,20,1619,0,91,1815,90,0,155,78,0,0,220,719,0,65,126,5,7,137,0
21215,5100,2195,4245,1599,244,205,611,391,1201,955,290,2492,1378,2.75,3.03,75,47,66,0,141,37,1314,147,46,80,0,80,193,17,176,72,52,5,0,59,5,408,160,187,106,176,41,40,8,5,5,45,11,6,183,1605,351,148,2854,0,25,1905,238,0,11,92,81,77,127,128,19,5,44,7,0,69,61
21217,6410,2590,4710,1660,367,161,1333,769,3081,2730,1254,3141,2936,2.53,3.08,117,34,56,76,95,7,1291,104,238,43,6,37,342,128,214,83,110,15,0,134,0,748,303,265,103,360,167,100,29,23,4,4,9,13,231,2514,246,0,2354,30,82,3380,258,0,0,243,14,0,268,399,0,36,79,75,0,97,12
21219,3318,1473,2430,975,281,110,607,388,1249,1096,483,1606,1302,2.7,3.21,30,27,83,58,159,22,871,165,106,58,0,58,271,30,241,16,4,6,0,230,15,1126,431,268,71,840,342,12,12,6,6,6,0,12,367,1092,211,18,1516,18,2,1446,60,0,47,38,17,34,259,211,0,20,15,255,0,11,12
21221,4213,1458,3271,914,247,116,695,428,1842,1586,752,1726,2127,2.34,2.81,28,23,56,0,144,12,1565,178,6,112,64,48,184,0,184,55,75,0,33,15,6,1013,400,178,78,727,267,92,39,16,16,0,54,0,201,1327,179,75,1467,6,4,1079,129,217,15,154,0,0,79,461,26,432,137,441,12,19,11
21223,2505,1058,2047,715,109,97,349,246,1073,905,318,1221,953,2.45,2.88,45,54,59,0,142,14,647,48,37,120,0,120,85,0,85,34,16,0,0,35,0,390,163,344,156,30,7,16,0,0,0,0,0,11,42,873,176,7,1116,0,0,1148,82,0,2,44,0,0,157,110,0,0,34,5,0,0,0
21225,3820,1599,2803,1014,225,145,792,440,1800,1619,727,1932,1547,2.42,2.9,61,35,43,23,73,22,1198,22,125,104,0,104,147,30,117,13,58,46,0,30,0,450,194,196,27,191,113,12,6,51,48,9,4,0,218,1141,354,8,1853,2,11,1615,172,40,26,52,33,28,166,89,0,187,2,22,0,35,28
21227,28830,12768,21263,8545,2060,1015,5507,3208,16093,12223,3808,14074,9634,2.46,2.99,555,31,47,12,80,21,7067,2996,6745,973,0,973,9741,1877,7864,2085,3805,380,93,3235,143,11613,6220,4511,2657,3013,1283,2560,1452,1529,828,1274,205,150,1433,11469,2398,259,15476,208,245,13635,2072,85,685,1362,114,270,2649,2988,226,408,805,146,89,732,196
21229,3120,1352,2405,904,184,159,531,289,1394,1261,605,1549,1324,2.54,3.1,73,56,72,40,147,27,703,58,251,93,3,90,309,74,235,48,31,0,0,227,3,349,170,203,120,64,19,19,19,63,12,95,5,55,128,1394,53,4,1001,27,12,1392,113,0,0,223,0,11,207,115,0,7,72,13,0,114,0
21231,5450,2131,4040,1431,411,199,999,501,2554,2327,923,2495,2559,2.55,3.16,151,80,63,15,132,19,1063,37,189,41,18,23,226,0,226,1,0,0,16,209,0,442,282,369,282,73,0,0,0,0,0,0,0,12,98,2353,202,14,1657,0,53,2566,378,0,84,79,0,32,129,426,0,17,18,35,0,10,27
21233,3665,1299,2942,989,235,91,488,219,1392,1266,520,1620,1417,2.6,3.15,38,31,51,73,93,9,1114,81,270,40,0,40,351,61,290,36,10,0,3,302,0,643,221,455,185,179,33,9,3,0,0,0,0,0,169,1247,158,32,1495,0,0,1315,50,0,60,58,0,31,167,240,0,112,11,8,5,25,0
21235,9332,3772,6489,2501,1046,411,1797,860,3599,3072,1406,4545,3580,2.62,3.07,261,57,53,44,75,37,2362,92,109,71,0,71,201,67,134,64,68,10,17,38,4,331,91,148,44,94,13,39,34,50,0,66,8,5,466,3602,355,12,3519,21,33,4463,387,1,55,142,23,0,413,558,0,10,0,17,30,118,34
21237,1816,685,1290,402,143,91,383,192,1010,883,295,782,798,2.53,3.2,0,0,62,0,163,12,382,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,536,21,0,295,0,25,507,22,0,0,5,0,0,99,68,0,0,7,0,0,13,0
21239,6633,2842,5304,2191,404,141,925,510,3083,2521,908,3164,2552,2.56,3.08,6,2,55,0,109,33,1955,183,1035,141,0,141,1218,117,1101,126,110,29,14,906,33,2037,1110,1787,987,114,30,106,92,30,1,0,8,7,438,3654,563,54,3745,12,85,3591,668,8,177,347,0,33,638,709,40,59,160,48,66,90,0
39001,7478,3167,5574,2027,507,308,1397,832,3256,2849,1320,3555,3155,2.61,3.14,51,17,47,23,83,26,2032,31,63,30,0,30,94,23,71,47,24,0,0,15,8,620,130,236,27,353,101,4,2,27,0,0,67,19,462,2130,512,16,4662,94,16,3205,381,0,31,64,0,42,297,261,9,0,158,153,0,102,0
39003,26998,11876,19149,7029,1959,1185,5890,3662,13193,11213,4619,13354,11278,2.52,3.07,728,55,58,38,114,15,7782,759,724,683,0,683,1483,148,1335,317,660,103,17,323,63,2799,688,1301,308,709,130,469,194,320,56,266,130,26,2503,7691,2215,316,34510,194,434,11968,4327,33,224,1164,70,254,719,1719,277,681,490,1653,135,1445,57
39005,14228,5680,11565,4180,750,357,1913,1143,6111,5103,2266,6425,5918,2.51,3.0,192,32,58,21,104,28,3977,595,814,133,4,129,1409,319,1090,557,611,23,25,107,86,3276,2152,386,114,2341,1623,247,170,302,245,461,225,47,1169,4929,1428,74,17613,37,1053,5761,2428,93,86,1467,25,204,733,1016,318,99,448,1039,187,409,1
39007,25374,10364,18614,6336,2040,1240,4720,2788,13559,11271,4741,11975,11564,2.49,3.05,597,51,55,12,119,18,8934,662,656,1287,302,985,1318,48,1270,497,303,32,35,250,201,5489,1558,2319,693,2775,758,262,77,133,30,247,758,193,1666,12794,2294,518,22635,172,3044,15148,10366,229,457,5747,299,575,1186,1600,1754,68,1667,496,308,753,28
39009,12141,4954,9017,3282,1134,487,1990,1185,10067,7201,1840,5600,4905,2.49,3.07,270,19,28,8,44,11,3598,566,2073,446,15,431,2639,1024,1615,162,2055,128,0,226,68,3226,1041,651,73,642,79,1503,756,430,133,509,164,51,1142,6135,1216,162,13841,287,834,8531,2855,152,272,2260,8,386,877,1389,489,505,240,198,213,946,43
39011,12565,5048,10422,3897,693,347,1450,804,5550,4666,2269,5526,5111,2.5,3.03,99,23,52,24,105,19,3212,254,265,176,9,167,519,92,427,138,135,82,14,136,14,1096,207,489,84,469,53,123,70,15,0,36,77,11,960,3019,1336,51,22823,10,162,5248,1372,8,105,367,6,24,251,651,38,98,297,421,50,360,8
39013,18254,6641,14128,4726,1494,548,2632,1367,9753,8639,3773,7408,8714,2.35,2.92,247,35,39,8,79,15,6121,391,297,208,16,192,688,20,668,324,234,0,0,115,15,1382,226,471,73,601,64,190,64,120,25,298,935,42,1539,7485,1408,72,17757,532,1592,12674,6976,111,60,6592,24,604,1539,1031,997,429,144,342,194,980,18
39015,12160,4697,9366,3184,694,348,2100,1165,4427,3728,1595,5618,4602,2.65,3.06,259,51,60,17,136,14,3408,103,130,68,0,68,233,1,232,81,97,0,14,34,7,544,120,298,14,146,31,77,75,23,0,17,15,61,628,3773,890,40,9905,96,32,4737,950,10,37,555,0,57,301,459,45,28,128,51,26,332,37
39017,93895,42182,71444,29011,6312,3165,16139,10006,41039,32624,12070,46520,31813,2.67,3.17,2016,41,57,25,108,20,24477,8620,10299,2505,110,2395,18919,2002,16917,2705,7718,1999,45,6025,427,23796,10244,10963,5589,5804,1745,4988,2397,2041,513,1169,1175,286,5098,33070,7482,629,101658,1106,2310,47785,16801,374,1467,6431,345,1828,2848,5880,401,2553,1604,1201,483,2690,338
39019,7927,2919,6622,2229,484,214,821,476,2995,2463,1218,3273,3409,2.57,3.02,69,27,57,1,158,5,2535,116,150,139,35,104,266,3,263,91,54,0,0,91,30,789,310,153,42,575,225,53,35,8,8,3,94,76,638,2691,677,21,7565,143,212,4195,1689,7,29,752,15,76,338,681,136,64,164,335,36,578,0
39021,11051,4638,8596,3157,678,455,1777,1026,4112,3482,1519,5308,4191,2.56,2.98,169,40,56,9,119,24,3300,111,267,175,0,175,378,62,316,95,131,38,0,108,6,767,302,329,95,183,93,160,87,95,27,84,39,25,1051,3987,729,44,10437,86,155,5702,1228,43,256,437,21,27,502,851,90,49,183,301,8,358,14
39023,35844,15065,25361,8747,2639,1399,7844,4919,19125,16081,6575,17076,16101,2.44,2.99,952,56,53,13,111,16,13195,1384,1762,820,16,804,3146,77,3069,563,871,84,34,1476,118,5298,1695,3287,1243,1270,178,573,255,168,19,286,286,229,3142,13231,2783,307,31667,394,602,20702,4473,222,565,1664,134,256,1582,2899,132,537,634,281,150,1303,79
39025,53163,23151,41692,16895,3824,1963,7647,4293,21024,17608,6626,25599,17970,2.67,3.15,538,24,49,23,91,23,14368,2731,2176,987,143,844,4907,415,4492,1296,2052,410,30,822,297,6476,1433,2855,529,2045,412,1117,336,459,156,503,355,347,2565,19776,4095,500,53393,480,930,27270,6644,141,1030,2981,71,432,1877,3728,252,563,1004,482,253,1502,0
39027,11295,5113,8453,3124,956,739,1886,1250,4757,4046,1832,5662,4363,2.54,3.0,296,60,56,26,118,15,3447,268,89,261,0,261,357,32,325,132,127,20,0,22,56,469,132,299,120,164,6,5,5,1,1,91,35,119,643,4300,756,65,8995,31,137,5934,864,7,109,261,54,66,391,419,80,61,296,79,19,403,0
39029,28589,10841,21662,7269,2018,1012,4909,2560,13595,11312,4862,12568,12828,2.44,2.95,518,46,62,25,127,21,9566,519,744,329,9,320,1263,116,1147,285,243,54,21,584,76,2353,876,1247,540,792,197,222,115,92,24,282,656,107,2490,12967,1641,230,29040,280,844,18181,9407,50,221,3806,45,385,1826,2716,1608,178,675,1287,337,1704,152
39031,10017,3791,7759,2686,651,253,1607,852,4544,3927,1735,4254,4392,2.49,3.01,75,20,59,0,139,10,3076,121,44,205,16,189,165,22,143,67,73,0,0,25,0,2336,911,153,27,2134,871,49,13,0,0,23,38,80,562,3534,792,26,9741,68,218,4050,1055,0,54,467,15,108,715,523,53,7,253,286,0,297,8
39033,11782,4317,9188,2880,821,477,1773,960,5843,5039,2446,4756,5751,2.41,2.93,174,38,50,11,108,15,3574,161,121,187,0,187,282,11,271,68,126,26,0,24,38,544,160,145,61,209,30,165,69,25,0,61,25,13,1273,4802,651,65,16854,151,280,6317,1787,0,51,876,10,91,347,682,106,34,368,261,13,324,60
39035,308075,132087,198734,73633,23194,10113,86147,48341,226646,196927,68981,147871,148044,2.32,3.09,7424,39,48,26,86,21,81921,53916,35686,19764,1758,18006,89602,8052,81550,36446,34887,4497,170,11169,2433,135204,49515,42514,14469,55581,21127,19321,8375,17788,5544,20953,18372,1663,8855,73401,16255,2999,206105,8158,38577,160413,113209,5441,3810,99424,842,20811,7666,17078,36411,13018,6529,3641,14516,7207,4167
39037,14124,5733,11254,4047,793,401,2077,1285,6805,6018,2700,6261,6319,2.48,3.06,165,31,59,13,124,22,3703,216,200,170,12,158,416,30,386,101,97,34,0,155,29,753,204,456,136,206,47,37,11,54,10,37,101,0,979,4385,2727,29,20401,10,144,6908,819,35,176,244,94,89,287,640,7,51,169,192,5,206,18
39039,10814,4133,8056,2566,970,515,1788,1052,4518,3640,1341,4722,4061,2.48,2.9,308,69,55,83,100,6,3116,422,343,182,7,175,765,79,686,143,108,0,0,486,28,1970,536,1520,490,405,27,23,19,22,0,112,94,44,878,3575,1154,28,15066,96,434,4560,994,8,65,764,31,96,303,556,122,110,312,322,31,193,32
39041,49614,26001,42675,21498,2071,1260,4868,3243,15415,12950,4157,27208,12979,2.75,3.19,385,22,50,3,104,31,10069,6484,4680,1524,52,1472,11164,1108,10056,1983,6390,1109,9,1186,487,13133,2789,2508,446,4742,933,4645,1135,1238,275,1427,996,361,3521,21433,4539,612,55887,1321,2151,30152,14555,353,1088,6316,220,1660,2249,5838,1219,1415,1937,1116,453,2899,265
39043,20542,7713,15456,4889,1349,654,3737,2170,11456,9721,4070,8522,9748,2.34,2.9,396,44,52,9,119,10,7018,871,590,375,49,326,1461,76,1385,416,444,13,0,505,83,2472,676,1404,434,783,87,194,121,91,34,249,313,154,1176,6834,1706,210,27209,360,1259,12474,6990,36,239,3514,50,230,520,1310,621,176,415,300,159,747,220
39045,39454,18348,31185,13120,2297,1420,5972,3808,15127,12586,4866,19896,13706,2.66,3.13,547,33,52,10,113,20,11420,2537,1627,719,0,719,4164,407,3757,728,1459,1007,55,764,151,5361,1768,1945,483,1375,456,1209,555,832,274,428,718,149,3040,15013,3482,216,45300,697,794,23849,6396,149,625,2802,41,646,1439,2972,404,1635,1046,930,297,2203,111
39047,7646,3232,5648,1890,522,335,1476,1007,3886,3295,1369,3760,3150,2.46,2.99,108,33,52,22,112,12,2173,66,304,72,0,72,370,51,319,27,158,0,0,170,15,733,405,435,279,174,65,109,61,15,0,74,19,39,705,2474,657,8,5047,15,72,2903,562,37,33,92,7,46,227,397,10,1,19,80,0,246,2
39049,277397,134323,189330,82000,20173,10130,67894,42193,197286,153750,38601,147800,90102,2.47,3.17,0,0,0,0,0,0,68231,46125,68277,10401,922,9479,114402,15816,98586,12105,43302,29463,407,27371,1754,135819,54508,41547,19143,31343,9169,30310,13892,32619,12304,11758,4417,1853,15744,98642,24837,3595,270817,5481,12691,158472,67804,2048,5893,29106,1189,8806,11951,23074,4836,40976,7610,5253,3657,17686,4177
39051,12035,4953,9831,3553,789,483,1415,917,4298,3850,1566,5372,4317,2.58,3.01,203,47,66,61,127,20,2611,416,226,168,8,160,642,5,637,135,129,4,0,326,48,1490,218,1188,191,208,11,26,0,68,16,157,349,26,682,4737,1852,216,18392,30,508,5219,1498,19,186,2298,76,158,280,714,110,4,335,837,14,252,21
39053,8090,3076,6007,2045,679,341,1404,690,3412,2971,1472,3573,3586,2.6,3.1,93,27,48,0,114,5,2189,142,170,68,0,68,312,50,262,68,146,10,0,88,0,735,241,179,5,433,209,105,27,18,0,11,10,15,775,3106,800,49,5178,2,15,3612,397,7,32,256,0,67,359,766,11,58,148,149,17,889,0
39055,25861,10312,21720,8335,1072,397,3069,1580,8892,7413,3086,10978,10566,2.67,3.14,160,17,54,6,127,27,6264,1975,817,453,4,449,2792,156,2636,1749,574,71,7,148,243,9936,3542,615,186,8601,3170,267,107,453,79,488,1737,172,1238,11080,2283,266,24652,422,4445,14668,12059,497,460,7317,103,1475,973,2144,1906,197,1259,1315,328,1166,23
39057,41992,17552,32870,12289,2292,1251,6830,4012,21557,17953,6295,19249,16394,2.43,2.97,723,32,52,10,95,22,17228,3641,3962,2329,53,2276,7603,1269,6334,1417,4359,636,48,857,286,9734,2728,2582,725,2919,544,2998,1087,1235,372,1376,456,309,2667,17226,3591,468,37980,506,1278,20379,5707,271,1099,3537,104,537,2239,3930,552,641,1390,645,193,1200,132
39059,10621,4278,8008,2785,759,399,1854,1094,4943,4149,1924,4864,4581,2.52,3.05,105,25,43,37,90,8,3115,233,103,176,0,176,336,3,333,138,140,11,0,23,24,997,380,216,94,699,258,47,12,35,16,109,240,13,899,4512,968,10,8481,160,149,6650,1041,33,77,703,96,116,857,739,609,85,176,235,23,571,13
39061,194588,87292,131194,50354,13637,7052,49757,29886,134474,112799,36483,97173,78589,2.39,3.1,4733,39,55,17,100,20,50048,17105,23090,4909,510,4399,40195,5646,34549,7428,15423,7017,248,8999,1080,52398,19543,18536,7832,17929,5220,9329,3720,6604,2771,4625,2179,1560,8780,55461,15717,1434,235240,3699,3961,109170,37365,993,2535,12378,517,6421,6449,11732,1363,10376,4119,2133,1292,5695,1044
39063,20068,8415,15278,5318,1422,998,3368,2099,10727,9056,3293,8949,7827,2.38,2.88,413,43,58,19,105,25,5154,943,993,256,0,256,1936,386,1550,214,1391,75,0,206,50,3200,856,1198,246,656,135,824,284,522,191,714,223,61,1565,6971,2169,234,29452,79,543,7987,3288,11,277,1461,27,157,558,1758,204,180,341,974,44,1037,11
39065,7664,3326,5848,2236,522,297,1294,793,3774,3183,1327,3667,3166,2.58,3.15,475,101,87,22,169,23,2244,164,259,187,13,174,423,36,387,170,147,11,0,57,38,1218,305,281,51,819,202,89,39,29,13,40,0,23,611,2733,633,95,9469,48,108,4553,790,0,61,529,5,67,378,447,35,27,89,326,22,475,10
39067,4390,1745,3444,1192,304,155,642,398,1943,1650,779,1977,1927,2.44,2.87,104,68,77,46,176,10,1604,39,21,44,3,41,60,9,51,26,19,1,0,14,0,316,91,97,21,217,70,2,0,0,0,15,145,2,288,1534,199,28,3021,24,239,2490,919,21,25,1103,0,55,503,336,75,21,78,40,6,183,7
39069,7779,3239,6295,2271,513,323,971,645,3296,2747,1246,3489,2996,2.49,2.98,159,54,81,13,183,15,2215,232,220,132,6,126,452,35,417,54,82,12,0,274,30,963,254,627,198,229,48,83,8,24,0,0,25,43,657,2002,1003,86,13763,18,240,2928,858,0,56,656,3,58,177,396,70,0,126,139,6,278,7
