GEO.id2,HC01_VC04,HC01_VC06,HC01_VC07,HC01_VC08,HC01_VC09,HC01_VC10,HC01_VC11,HC01_VC12,HC01_VC13,HC01_VC14,HC01_VC15,HC01_VC17,HC01_VC18,HC01_VC20,HC01_VC21,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC99,HC01_VC139,HC01_VC140,HC01_VC146,HC01_VC147,HC01_VC148,HC01_VC150,HC01_VC151,HC01_VC152,HC01_VC157,HC01_VC158,HC01_VC159,HC01_VC160,HC01_VC161,HC01_VC162,HC01_VC168,HC01_VC170,HC01_VC171,HC01_VC172,HC01_VC173,HC01_VC174,HC01_VC175,HC01_VC176,HC01_VC177,HC01_VC178,HC01_VC184,HC01_VC185,HC01_VC186,HC01_VC187,HC01_VC188,HC01_VC189,HC01_VC190,HC01_VC191,HC01_VC192,HC01_VC193,HC01_VC194,HC01_VC195,HC01_VC196,HC01_VC197,HC01_VC198,HC01_VC199,HC01_VC200,HC01_VC201,HC01_VC202,HC01_VC203,HC01_VC204,HC01_VC205,HC01_VC206,HC01_VC207,HC01_VC208,HC01_VC209
21155,4898,2326,3689,1590,327,210,882,526,2525,2198,969,2517,1884,2.49,3.08,117,55,72,24,150,27,1397,110,314,22,0,22,424,5,419,50,187,0,0,187,0,697,307,512,223,71,0,111,84,3,0,26,23,0,54,2588,182,2,1430,8,11,2628,284,0,4,63,0,36,114,162,0,205,32,0,0,11,31
21157,9008,3229,7365,2367,453,221,1190,641,3264,3036,1376,3672,3984,2.51,2.96,110,39,47,0,120,10,2993,241,182,222,26,196,423,20,403,189,75,7,0,115,37,477,190,230,96,201,48,46,46,0,0,0,16,34,749,3602,533,42,4212,10,27,3801,522,0,30,431,31,59,436,658,0,5,120,10,0,96,0
21159,3296,1348,2404,760,243,178,649,410,1112,964,359,1544,1027,2.59,2.99,38,31,38,0,47,37,624,37,95,157,5,152,132,0,132,0,7,0,0,125,0,373,113,303,93,18,4,8,0,44,16,11,0,0,77,650,11,0,705,0,0,850,69,0,19,14,0,55,175,37,7,57,7,0,0,22,22
21161,4719,2005,3481,1242,307,134,931,629,2009,1766,736,2232,1783,2.54,3.05,76,38,46,0,104,13,1224,21,180,22,0,22,201,10,191,57,20,0,0,124,0,699,208,343,93,352,111,4,4,0,0,14,44,0,184,1878,326,12,3407,10,0,2380,255,0,0,25,0,0,327,374,0,10,17,51,0,34,2
21163,7724,3399,6129,2408,432,296,1163,695,2529,2240,898,3779,2212,2.81,3.24,85,29,46,0,102,11,3396,161,393,714,65,649,554,29,525,209,254,16,0,69,6,883,322,469,149,207,74,167,59,40,40,40,44,2,372,2652,655,65,6332,83,0,5585,360,0,57,336,18,25,321,534,0,71,21,45,42,144,20
21165,1499,604,1153,451,117,56,229,97,853,782,278,703,610,2.6,3.3,37,57,40,73,86,0,409,0,21,0,0,0,21,0,21,0,0,0,0,21,0,173,87,76,69,72,0,25,18,0,0,0,0,47,94,1086,12,0,647,0,0,872,34,0,15,8,0,0,55,114,0,0,42,0,0,15,0
21167,5731,2187,4560,1631,252,93,919,463,2755,2430,1076,2490,2474,2.49,3.08,64,30,88,0,196,35,1721,102,139,134,0,134,241,0,241,79,59,0,0,92,11,433,174,240,131,177,27,16,16,0,0,60,0,20,524,2540,334,17,2969,0,20,2912,278,0,32,120,10,0,471,273,0,0,23,31,8,143,0
21169,2714,1022,2110,787,253,116,351,119,1233,1072,469,1155,1198,2.52,3.05,26,28,67,14,155,12,557,10,54,22,0,22,64,0,64,0,0,0,5,48,11,107,52,55,52,49,0,3,0,0,0,0,0,53,76,1251,191,0,819,0,0,950,44,0,0,100,3,45,169,285,0,0,0,12,0,9,0
21171,2826,1070,2249,761,110,60,467,249,1615,1344,706,1230,1343,2.42,3.03,31,28,27,0,39,24,715,19,183,38,0,38,202,11,191,11,0,0,0,156,35,316,175,254,175,62,0,0,0,0,0,0,0,0,26,1367,127,0,822,11,68,790,85,0,10,22,0,38,63,328,0,0,67,55,0,14,0
21173,7017,3184,5099,1988,638,428,1280,768,3076,2535,749,3715,2431,2.59,3.09,217,66,66,70,128,13,1764,46,248,55,0,55,294,0,294,75,2,0,0,217,0,457,195,355,182,85,13,17,0,0,0,0,37,0,181,3651,490,22,2631,9,0,3457,343,2,9,161,31,10,237,401,0,0,13,0,16,42,15
21175,3403,1309,2689,989,139,67,575,253,1263,1086,500,1524,1248,2.6,3.05,78,64,59,0,114,31,588,31,75,37,0,37,106,0,106,25,22,0,0,59,0,327,240,222,164,75,46,30,30,0,0,0,4,13,113,1543,296,10,902,0,5,2231,167,0,7,25,0,0,286,130,0,3,39,3,0,10,12
21177,8623,3075,6788,2219,454,217,1381,639,3351,2916,1313,3651,3566,2.49,2.94,146,47,58,39,134,7,2241,46,175,158,0,158,221,0,221,19,12,10,0,175,5,505,229,372,201,103,17,29,11,1,0,9,0,0,506,3439,237,23,2518,35,0,3421,305,0,65,116,8,0,422,464,0,67,158,31,0,89,12
21179,12177,5689,8977,3689,1055,759,2145,1241,4371,3724,1107,6328,3379,2.6,3.0,382,74,87,55,152,44,3375,124,479,152,0,152,603,0,603,82,120,0,0,375,26,1066,522,779,345,217,136,70,41,0,0,17,22,22,324,6214,949,118,5790,0,101,6124,658,27,270,248,8,34,588,777,33,63,96,21,24,229,2
21181,1902,831,1440,573,106,63,356,195,829,698,306,995,748,2.55,3.07,40,53,84,39,115,72,413,7,19,5,0,5,26,0,26,0,4,0,0,16,6,281,208,35,19,238,189,0,0,8,0,0,0,0,137,656,67,0,693,0,0,858,120,0,0,17,0,0,146,208,0,0,0,0,0,0,0
21183,6266,2580,4937,1680,262,168,1067,732,2453,2193,998,2861,2463,2.71,3.24,132,57,86,21,184,15,1716,23,310,100,0,100,333,0,333,20,16,16,0,281,0,515,347,403,324,80,14,16,9,16,0,0,7,0,352,1996,308,62,1885,23,12,2286,214,18,64,24,0,8,284,345,0,16,139,19,2,73,8
21185,15936,8092,13335,6443,801,442,1800,1207,3510,2913,1032,8449,3915,2.87,3.2,107,20,45,7,91,35,4536,955,1148,470,0,470,2103,16,2087,492,566,73,10,814,148,2906,918,1726,656,675,132,264,84,241,46,414,248,145,1035,7167,1590,121,12593,245,139,7931,2878,116,359,1113,112,375,829,1780,103,183,381,295,49,678,194
21187,2975,1326,2201,898,339,167,435,261,1603,1515,501,1500,1121,2.36,2.98,22,25,83,17,174,21,743,128,36,52,0,52,164,0,164,3,22,0,0,139,0,183,60,173,60,10,0,0,0,0,0,0,58,7,162,1251,232,11,1448,5,1,1894,56,0,47,14,7,0,104,200,15,7,5,40,0,40,0
21189,1135,400,904,264,46,20,185,116,507,503,240,481,574,2.84,3.6,15,30,74,0,99,64,204,0,28,44,0,44,28,0,28,26,0,0,0,0,2,18,8,10,8,0,0,0,0,8,0,0,15,0,3,601,82,0,174,0,0,516,0,0,0,25,0,0,12,23,0,8,0,0,0,0,0
21191,3839,1471,2953,1032,216,74,670,365,1638,1238,478,1670,1305,2.66,3.16,40,23,59,77,114,12,962,8,0,28,0,28,8,0,8,0,0,0,0,8,0,193,14,60,9,133,5,0,0,0,0,0,0,0,301,1319,348,0,4440,34,53,2114,256,0,0,52,0,0,164,268,0,0,62,0,0,56,0
21193,7673,3096,5350,1900,683,346,1640,850,3358,2769,1193,3731,2880,2.55,3.01,128,37,54,27,127,4,1638,188,15,60,0,60,203,0,203,39,45,75,0,15,29,398,77,84,10,302,65,2,2,10,0,0,0,0,63,3886,448,0,1387,10,0,2977,277,0,0,40,0,32,380,374,2,49,17,24,0,56,46
21195,18757,7209,14183,5190,1184,447,3390,1572,8065,7340,2804,8582,6996,2.38,2.87,114,17,40,61,76,8,3104,272,270,144,0,144,542,14,528,80,314,17,6,102,23,852,275,462,150,195,28,195,97,0,0,8,9,8,611,8476,464,33,4847,13,106,6416,798,0,54,216,38,0,996,1163,13,84,111,49,19,226,0
21197,3125,1495,2193,904,229,141,703,450,1553,1370,491,1763,1208,2.67,3.28,94,64,83,51,93,87,713,7,38,10,0,10,45,0,45,0,7,0,0,38,0,121,17,84,10,30,0,7,7,0,0,0,0,0,289,2229,54,63,927,0,0,1335,120,0,0,53,0,0,166,149,97,68,0,0,0,0,16
21199,17928,7172,13917,4768,964,447,3047,1957,8447,7166,3059,8299,7625,2.35,2.83,357,60,60,18,133,14,4885,297,491,182,0,182,788,0,788,94,135,0,9,529,21,1141,371,715,331,377,32,41,0,8,8,52,10,211,596,8314,497,120,4976,24,2,6147,954,75,96,352,0,2,848,1010,40,0,277,218,26,313,18
21201,527,242,402,177,36,20,89,45,297,280,118,261,263,2.68,3.55,21,82,155,0,409,0,142,7,0,0,0,0,7,0,7,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,47,0,0,33,202,14,0,490,0,0,400,11,0,0,8,0,0,32,28,0,0,0,0,0,25,0
21203,4638,1993,3543,1619,196,70,899,304,1859,1715,859,2277,1875,2.58,3.1,49,30,52,49,119,4,1241,7,0,17,0,17,7,0,7,0,7,0,0,0,0,124,4,110,2,12,0,0,0,2,2,0,0,0,102,1560,138,0,908,5,25,1557,23,0,0,112,11,0,148,252,0,22,33,0,0,59,0
21205,5423,2438,3847,1620,443,117,1133,701,2716,2171,769,2704,2069,2.51,3.02,84,21,64,80,76,39,1345,232,24,57,0,57,256,0,256,34,99,16,0,103,4,580,170,272,131,107,10,124,13,77,16,29,0,0,165,2189,159,224,2609,12,96,2733,342,0,18,65,33,0,482,585,0,106,58,1,21,226,7
21207,4725,1792,3510,1175,427,142,788,475,2639,2370,1085,2072,2310,2.36,2.93,76,42,50,0,91,30,1238,32,330,55,0,55,362,10,352,26,24,1,0,311,0,243,169,219,145,24,24,0,0,0,0,0,0,6,43,3885,261,56,1564,0,27,1665,120,0,12,54,0,0,186,261,19,1,12,16,18,68,0
21209,12939,6320,9584,4338,995,454,2360,1528,4737,4153,1165,6886,3125,2.6,3.02,176,30,44,25,101,4,3334,281,1040,164,0,164,1321,107,1214,118,304,2,0,873,24,2118,811,1367,625,361,40,335,146,55,0,67,46,166,411,5318,663,170,7887,112,133,6656,1065,4,130,634,137,150,848,1048,41,92,238,143,81,283,3
21211,11635,5044,9044,3513,743,406,1848,1125,3611,3100,1050,5538,3567,2.66,3.03,213,41,65,52,118,30,3661,455,2192,291,0,291,2647,181,2466,192,185,53,0,2185,32,3254,1866,2665,1729,262,21,244,116,83,0,18,13,57,672,4680,495,72,6021,33,29,5710,812,34,146,337,10,79,630,849,0,103,239,79,128,263,92
21213,4617,1984,3466,1297,320,284,831,403,2060,1820,764,2280,1833,2.55,3.06,115,60,55,51,103,14,970,97,93,44,0,44,190,0,190,40,122,0,0,28,0,405,87,158,68,186,17,59,0,2,2,31,47,10,90,1699,301,10,1234,0,68,1621,102,0,117,141,0,0,207,649,0,79,154,22,3,142,0
21215,5034,2219,4371,1743,220,145,443,331,1200,1017,423,2396,1308,2.73,3.02,134,87,82,40,173,38,1260,109,137,77,0,77,246,9,237,81,11,100,4,42,8,212,98,145,78,49,17,7,0,11,3,90,0,0,153,1892,456,119,2902,0,70,2120,346,0,32,112,56,57,150,154,33,6,54,21,0,88,65
21217,6352,2636,4794,1687,246,99,1312,850,3138,2728,1187,2934,2765,2.49,3.04,134,43,53,81,94,4,1553,77,278,75,5,70,355,57,298,54,115,5,0,159,22,1043,515,205,58,730,410,95,39,13,8,8,26,12,240,3056,319,0,2683,19,20,2912,178,17,10,207,17,0,248,356,0,32,57,187,0,31,31
21219,3429,1611,2528,1048,227,98,674,465,1260,1101,514,1818,1260,2.63,3.07,41,36,74,55,139,24,981,31,212,46,0,46,243,2,241,17,0,4,0,212,10,964,384,348,198,606,176,6,6,4,4,9,0,11,222,830,235,6,1565,16,0,1468,97,8,16,120,0,0,233,140,0,23,18,116,5,3,15
21221,4418,1585,3507,1043,277,136,634,406,1616,1490,524,1861,1829,2.34,2.75,21,19,69,0,193,14,1618,149,20,214,143,71,169,0,169,63,55,0,35,5,11,779,209,182,74,505,89,83,37,9,9,0,75,49,281,1476,287,61,1830,8,5,1451,86,58,29,158,0,0,151,526,13,220,154,268,16,34,13
21223,2584,1044,2200,856,127,65,257,123,880,771,289,1141,876,2.53,2.97,21,28,30,0,84,0,666,95,48,158,0,158,143,0,143,45,30,0,0,68,0,361,206,288,202,30,4,12,0,31,0,22,0,5,23,934,164,4,1161,19,0,1131,180,0,4,76,0,14,198,159,0,0,8,0,0,26,0
21225,3822,1666,2675,1044,295,157,852,465,1588,1446,764,1960,1602,2.5,2.98,69,39,60,0,91,54,1305,68,88,27,0,27,156,6,150,14,35,42,0,65,0,404,213,225,74,124,99,18,12,37,28,0,17,0,183,1762,157,11,1639,2,22,1549,36,29,5,8,33,11,91,106,0,54,48,57,0,76,22
21227,27287,12445,20073,8488,1706,759,5508,3198,16514,13000,3683,13645,8961,2.46,3.06,501,28,42,12,69,21,7841,2278,6123,997,0,997,8401,815,7586,2068,2930,147,121,3078,57,10191,5941,4438,2696,2865,1349,2354,1545,534,351,505,157,221,1729,11783,2447,284,15905,186,202,15030,2048,42,671,1480,114,280,2288,2821,164,505,692,134,127,726,124
21229,3335,1528,2655,1118,218,131,462,279,1206,1087,405,1648,1186,2.49,2.91,74,64,86,21,203,24,736,94,83,58,0,58,177,0,177,22,19,0,0,128,8,434,120,343,82,35,19,11,11,45,8,65,4,48,168,1392,148,4,751,20,15,1244,163,0,34,279,0,0,154,151,0,3,72,10,0,39,0
21231,5854,2236,4413,1505,326,171,1115,560,2442,2212,927,2685,2513,2.48,2.97,169,82,70,14,160,15,1353,98,172,23,0,23,270,0,270,14,0,0,18,238,0,506,369,493,369,13,0,0,0,0,0,0,0,22,267,2463,116,22,1846,0,73,2975,293,0,94,80,0,33,143,325,0,11,10,31,0,70,29
21233,3512,1212,2845,910,248,112,419,190,1483,1297,618,1495,1391,2.67,3.26,82,56,51,38,115,3,973,82,183,11,0,11,265,14,251,10,16,0,0,234,5,527,184,400,95,100,89,16,0,11,0,0,0,15,135,1676,181,12,1372,0,0,1499,88,0,33,53,0,26,240,356,0,10,26,83,0,20,0
21235,9411,4066,6554,2645,1035,527,1822,894,3919,3354,1402,4796,3549,2.58,3.06,166,38,51,63,90,11,2391,146,148,96,0,96,294,35,259,62,91,1,21,119,0,402,100,126,72,219,21,19,7,38,0,25,53,0,618,3437,391,32,3654,21,28,5630,448,1,41,102,9,35,404,536,0,18,56,42,7,154,224
21237,1713,637,1248,411,64,25,401,201,973,830,293,765,761,2.66,3.36,7,8,45,0,102,11,426,22,0,15,0,15,22,0,22,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,865,14,0,464,0,23,797,70,0,11,5,0,0,107,63,0,0,20,0,0,35,0
21239,6638,2834,5169,2045,545,226,924,563,3209,2698,928,3033,2337,2.49,3.06,54,18,59,0,90,56,2075,233,1313,195,0,195,1546,37,1509,306,141,16,0,1065,18,2032,1118,1480,962,467,98,69,58,16,0,18,60,25,373,3513,435,84,3912,7,70,3889,738,8,142,425,0,86,481,736,2,21,141,22,202,96,0
39001,7743,3446,5874,2282,547,319,1322,845,3180,2753,1373,3794,3053,2.58,3.09,61,21,69,17,144,26,1968,16,63,25,0,25,79,0,79,8,2,0,0,60,9,687,316,236,77,389,237,32,2,30,0,0,0,0,561,2831,586,30,5419,26,14,4163,391,9,54,62,0,17,508,365,3,0,100,311,0,175,0
39003,27393,12112,19452,7030,1925,1121,6016,3961,13229,11495,4469,13399,10656,2.51,3.04,807,60,66,66,123,15,8448,953,730,601,0,601,1683,55,1628,334,547,109,6,615,72,2949,930,1408,457,949,316,433,132,159,25,238,267,32,2264,7854,2314,250,35516,257,456,13351,4393,58,239,1329,61,255,693,1432,333,1092,518,1647,92,1809,268
39005,14426,5524,11936,4092,698,314,1792,1118,5840,4937,2192,6302,5705,2.52,3.0,173,29,55,42,88,32,4077,462,501,195,0,195,963,34,929,384,402,31,16,46,84,2700,1477,351,113,1942,1185,243,103,164,76,223,197,84,762,5868,1493,52,17911,52,862,6502,2497,43,116,1401,53,119,590,1316,418,174,409,1335,126,255,17
39007,26091,10884,19456,6957,2075,1298,4560,2629,12798,10671,4509,12531,11218,2.52,3.05,427,37,45,20,100,12,9540,486,947,1267,92,1175,1433,3,1430,593,242,37,6,433,122,5297,1714,2433,953,2417,648,251,65,196,48,349,770,214,1906,13161,2173,450,22932,206,3313,15647,10987,190,426,5944,349,795,1554,1533,1819,110,1884,348,251,1004,59
39009,12256,4990,9324,3334,889,402,2043,1254,9965,6605,1952,5609,4757,2.5,3.03,313,22,34,29,41,21,3625,463,2059,437,13,424,2522,615,1907,250,1811,156,0,225,80,2934,1094,599,85,523,42,1606,886,206,81,228,346,24,1204,6034,1333,146,13008,284,941,8219,2616,168,184,2257,18,321,904,1079,485,495,291,185,191,947,69
39011,12908,5291,10745,4049,697,402,1466,840,5434,4720,2142,5797,4886,2.47,2.98,123,30,56,21,123,17,3655,166,233,150,0,150,399,19,380,72,97,76,13,101,40,949,212,396,122,462,49,91,41,0,0,24,86,12,1402,3367,1629,75,23572,39,221,5356,1083,11,132,427,2,122,343,538,12,94,398,424,38,300,7
39013,19103,6855,14966,4647,1331,715,2806,1493,9613,8544,3739,7603,8709,2.31,2.83,284,40,40,30,79,14,6318,380,261,205,7,198,641,14,627,293,216,0,0,116,16,1567,334,548,175,770,115,148,31,101,13,433,1075,32,1630,7989,1374,104,18223,458,1661,12943,6874,164,48,6400,18,653,1394,1025,1064,374,74,299,272,1102,20
39015,11987,4818,9568,3517,511,264,1908,1037,4302,3698,1513,5436,4360,2.71,3.17,181,36,53,10,117,18,3726,97,62,81,0,81,159,1,158,29,61,1,0,43,25,786,60,214,4,516,11,46,45,10,0,51,91,70,1059,4014,792,58,12035,402,87,5759,1021,9,22,455,9,58,515,757,31,8,153,63,8,392,55
39017,94256,42739,71778,29608,6146,3004,16332,10127,40689,32853,11180,47477,30121,2.64,3.14,1836,38,57,27,109,20,26440,8098,10398,2199,15,2184,18496,488,18008,2690,7325,1608,62,6384,427,23085,10266,10663,5652,5039,1382,5544,2739,1839,493,1026,1525,571,5329,34581,8051,628,100323,1228,2191,49271,16502,454,1913,6444,337,2124,3274,6063,592,2542,1884,1384,536,3024,177
39019,7930,3044,6639,2314,492,251,799,479,3494,2888,1285,3375,3451,2.49,2.98,80,31,75,0,197,15,2305,98,99,128,25,103,197,0,197,72,42,0,0,57,26,936,276,82,49,815,194,39,33,0,0,5,121,84,910,2707,641,28,8242,197,187,4454,1603,16,44,747,24,72,397,791,132,19,137,516,54,468,0
39021,11049,4926,8686,3424,601,388,1762,1114,4191,3669,1523,5422,3977,2.57,3.02,223,50,63,22,149,15,3452,135,238,147,0,147,373,27,346,132,121,29,0,91,0,820,278,313,121,186,29,131,88,190,40,120,72,32,1158,3932,829,43,11009,97,180,5993,927,49,420,464,78,42,633,668,92,48,279,348,14,391,5
39023,36004,15163,26290,9357,2248,1156,7466,4650,18955,15735,6728,17117,15722,2.46,3.01,943,54,53,18,116,12,14697,1234,1865,772,0,772,3099,40,3059,509,761,20,92,1591,126,4990,1725,3267,1314,1284,248,361,132,78,31,120,269,190,2959,13642,2928,414,33465,471,715,21055,4408,286,596,1767,189,295,1636,2910,116,708,1077,255,113,1246,85
39025,53337,24038,41648,17109,4256,2370,7433,4559,20522,16831,6272,26337,16775,2.65,3.11,677,31,53,21,109,21,14692,2309,2473,875,0,875,4782,154,4628,1172,1782,485,36,972,335,6869,2039,3062,852,2097,489,1306,517,404,181,442,428,451,2905,20889,4848,426,58406,774,1255,31663,7338,150,862,3093,107,515,2285,4650,248,516,1218,522,500,1239,44
39027,11267,5085,8331,3127,1120,689,1816,1269,4751,4093,1867,5562,4164,2.57,3.02,325,63,71,49,154,10,3750,375,155,302,0,302,530,2,528,190,168,57,0,57,58,709,176,402,122,287,47,6,6,14,1,20,78,88,804,4553,963,40,10470,73,126,6713,1300,13,74,309,55,37,367,575,86,85,275,102,27,315,0
39029,28900,11363,22571,7814,1803,1000,4526,2549,13576,11305,4661,12788,12304,2.44,2.95,560,49,63,37,128,22,10099,435,804,359,9,350,1239,198,1041,279,303,47,0,556,54,2495,991,1353,652,726,165,306,174,110,0,298,586,91,2578,14271,2072,307,31164,216,1061,19075,10048,11,221,3443,27,467,1975,3152,1287,222,654,1311,360,2102,74
39031,10132,3853,7919,2726,616,303,1597,824,4384,3771,1648,4269,4191,2.51,3.01,150,39,53,9,122,14,3672,72,38,178,0,178,110,15,95,49,51,0,0,9,1,1877,648,187,59,1663,589,27,0,0,0,105,174,29,553,3909,844,43,10162,64,303,4677,925,0,13,408,15,112,686,508,56,7,185,396,0,406,8
39033,12067,4727,9405,3114,731,472,1931,1141,5597,4811,2244,5197,5531,2.44,2.92,193,41,47,27,93,18,4012,180,137,180,0,180,317,0,317,81,152,8,0,38,38,767,185,208,52,369,66,164,41,26,26,86,53,0,1462,5059,733,37,18291,130,172,6068,1651,0,60,565,26,73,375,797,56,15,206,187,31,392,78
39035,312525,136748,204680,78065,22042,9603,85803,49080,222374,194382,68120,151866,145302,2.34,3.1,7549,39,50,30,90,23,90753,52708,37098,18736,512,18224,89806,3550,86256,38129,33224,4622,205,11224,2402,136021,49651,41838,14651,57414,20728,19492,9440,17277,4832,18670,19866,2079,9716,76989,17390,2854,213323,8600,42316,165177,116373,6263,3317,104579,734,20226,8109,16232,39611,13831,7115,3358,16078,8035,4425
39037,14374,5685,11970,4329,682,343,1722,1013,6482,5618,2394,6246,5998,2.5,3.04,206,43,62,31,136,17,3833,285,192,151,2,149,477,2,475,109,178,39,0,131,20,761,190,463,127,196,51,53,10,49,2,25,47,0,1213,4479,3344,85,20886,82,84,5945,653,11,145,260,118,102,413,865,8,32,171,281,3,302,12
39039,10985,4349,8381,2840,805,345,1799,1164,4317,3640,1265,4813,3961,2.5,2.93,183,43,52,56,97,12,3304,294,319,210,0,210,613,11,602,69,103,0,0,437,4,1987,450,1560,356,321,46,101,43,5,5,114,129,32,585,3156,1564,46,15358,35,459,4586,1059,11,105,964,30,99,475,614,81,120,191,336,24,317,36
39041,48879,26333,42039,21705,1995,1313,4845,3315,14497,12005,3663,27254,11911,2.71,3.11,378,24,53,11,104,32,10409,5524,4496,1346,45,1301,10020,463,9557,2056,5854,660,37,921,492,11802,2893,2140,419,4446,935,4313,1291,903,248,1091,801,318,3310,21850,4710,499,57543,1382,2331,28050,14296,410,1110,7072,214,1627,2281,5529,1184,934,1781,974,404,3486,185
39043,21025,7984,16189,5381,1450,745,3386,1858,10687,9376,3717,9129,9184,2.38,2.93,328,39,45,15,105,9,7358,685,515,424,12,412,1200,13,1187,358,367,0,16,336,123,2394,489,1269,224,861,127,212,128,52,10,174,337,134,1309,7699,1965,249,28869,393,1387,12332,6720,76,251,3184,25,218,728,1415,611,269,502,291,205,820,207
39045,39942,18720,31304,13528,2379,1198,6259,3994,14360,11839,4392,20319,12663,2.64,3.08,475,29,48,22,104,17,12044,2185,1481,738,0,738,3666,113,3553,798,1246,453,45,972,152,5241,1847,2206,673,1589,577,1019,449,427,148,499,412,272,3525,16263,3621,247,44711,640,1158,22707,6359,90,590,2490,24,570,1872,3228,456,846,1164,820,223,2731,174
39047,7510,3121,5486,1819,589,371,1435,931,3964,3258,1333,3542,3031,2.47,3.01,112,36,74,40,153,20,2314,101,289,101,0,101,390,17,373,69,116,0,0,196,9,718,268,396,177,162,17,140,74,20,0,148,77,0,679,2799,590,56,5907,36,132,3263,769,34,43,68,8,20,225,659,9,1,17,99,13,254,0
39049,272081,132995,187701,82678,19343,9672,65037,40645,191937,151670,36728,146148,85086,2.47,3.17,0,0,0,0,0,0,71627,41881,65278,10090,285,9805,107159,4942,102217,11956,38387,27416,315,27113,1972,126633,51814,40420,19063,30095,8883,28354,12842,27764,11026,9005,4966,1900,16986,102846,24106,2960,274127,6089,11424,166107,64849,1975,5832,29791,1677,9010,11853,23320,5349,37719,7688,4782,3845,18896,3848
39051,12274,5160,10076,3832,791,457,1407,871,4084,3639,1548,5576,4062,2.57,2.99,165,39,65,10,126,38,3029,355,471,221,0,221,826,0,826,80,41,0,13,627,65,1599,454,1408,440,132,7,52,7,7,0,106,378,37,918,4671,2377,240,18962,45,482,4953,1155,22,83,2325,95,83,339,725,191,0,330,825,16,244,1
39053,8280,3312,6490,2430,517,280,1273,602,3605,3148,1491,3710,3573,2.53,3.04,97,30,48,0,123,0,2358,152,143,108,0,108,295,20,275,41,143,14,0,79,18,712,184,163,4,428,128,108,52,13,0,27,73,25,761,3023,721,38,5507,0,47,4776,585,5,75,154,0,92,380,866,33,18,215,98,61,875,0
39055,25931,10880,21914,8973,1154,484,2863,1423,8693,7393,3070,11570,9974,2.67,3.13,157,17,51,2,138,22,6484,1879,992,542,0,542,2871,111,2760,1734,567,45,0,278,247,10479,3605,963,111,8629,3164,195,67,692,263,639,2134,241,1647,12318,2275,285,24142,238,4793,15337,12992,551,467,7701,101,1933,836,2307,2074,71,1370,1530,406,1278,62
39057,42121,17152,33462,12362,2136,1019,6523,3771,20560,17103,5600,18745,15295,2.45,2.97,568,25,51,22,93,20,18266,3527,3384,2055,2,2053,6911,359,6552,1464,3763,395,31,762,496,9292,2285,2622,748,3299,542,2571,922,800,73,940,626,316,2860,16851,3658,512,38512,503,1264,20783,5851,269,927,3192,149,540,2157,3810,662,713,1428,554,299,1719,44
39059,10641,4357,8331,2957,684,385,1626,1015,5167,4506,2118,4798,4631,2.5,3.07,136,33,53,36,110,14,3452,235,128,83,0,83,363,7,356,195,101,12,0,41,14,1133,581,269,117,812,447,24,5,28,12,225,247,11,1162,4616,1087,31,9005,200,366,6366,961,41,86,692,55,98,723,857,662,85,190,93,19,579,41
39061,194784,87861,133106,51572,12769,6584,48909,29705,131239,111133,34960,97786,75976,2.4,3.11,5318,44,59,32,107,21,54653,16545,21959,4131,142,3989,38504,1951,36553,7994,13623,6176,274,9319,1118,50501,18644,18585,7653,17759,4836,8883,4028,5274,2127,4042,2328,1265,9435,58445,17797,1495,239765,4074,4454,114278,36094,1111,2410,11826,418,6409,6826,12605,1250,16598,4105,2570,1057,6051,1183
39063,20365,8723,15538,5642,1354,1002,3473,2079,9977,8530,3120,9314,7525,2.41,2.91,525,55,67,42,123,22,5820,693,1325,231,0,231,2018,25,1993,366,1047,145,0,308,152,3247,1037,1309,421,923,270,637,287,378,59,347,298,60,1834,7199,2423,357,30496,84,574,7490,2943,70,267,1569,113,326,809,1851,193,218,373,921,73,960,12
39065,7832,3560,5999,2436,604,332,1229,792,3990,3385,1245,3914,2995,2.52,3.1,313,68,85,34,158,26,2254,175,209,135,19,116,384,30,354,169,128,10,0,53,24,1269,315,280,28,798,210,108,58,83,19,57,45,13,791,2871,645,151,9217,45,124,4306,854,0,67,510,7,46,452,507,124,44,76,432,12,542,14
39067,4190,1731,3390,1242,266,166,534,323,2134,1825,837,1917,1977,2.46,3.04,96,59,64,63,121,23,1535,27,18,36,0,36,45,5,40,14,12,1,0,18,0,321,137,38,22,272,115,2,0,9,0,22,170,0,323,1575,217,88,3322,15,343,2684,912,31,16,972,0,81,536,314,69,23,74,53,2,145,6
39069,7829,3374,6382,2438,448,279,999,657,3322,2743,1255,3594,2968,2.47,2.95,159,57,78,9,179,19,2296,201,285,99,2,97,486,7,479,28,71,12,0,372,3,994,338,710,283,207,26,59,29,18,0,0,32,60,684,2124,1033,62,14236,3,296,2761,826,18,39,1017,0,69,167,386,11,9,242,175,3,214,4
