GEO.id2,HC01_VC03,HC01_VC35,HC01_VC42,HC01_VC51,HC01_VC61,HC01_VC69,HC01_VC75,HC01_VC84,HC01_VC99,HC01_VC104,HC01_VC117,HC01_VC128,HC01_VC138,HC01_VC144,HC01_VC156,HC01_VC167,HC01_VC183
51001,14286,13177,14367,294,873,318,6593,23878,3299,3890,33195,33454,2262,2546,2262,28556,11318
51003,37549,38544,43026,1175,1516,570,29941,65425,7010,9330,98379,99484,9895,11579,9895,82780,15222
51005,6851,6510,7029,113,430,245,3495,11807,1475,2919,16208,16297,312,367,312,15203,4239
51007,4777,5122,5301,116,273,106,2546,8900,1073,2022,12480,12674,267,343,267,11422,2295
51009,12683,12498,14296,270,566,235,7819,22357,2801,4287,32092,32301,589,713,589,29651,5628
51011,5902,5946,6278,132,386,167,3384,10524,1473,2239,14818,14952,112,172,112,14034,4826
51013,92992,89670,90737,2988,1745,418,44675,156384,13164,9996,206525,209077,48712,53668,48712,140363,7504
51015,28297,31085,29976,808,1751,704,15329,52661,6553,9409,72827,73662,1603,2075,1603,67830,19307
51017,2008,1925,2001,89,77,44,739,3460,322,557,4664,4713,151,151,151,4320,1261
51019,27017,27684,28800,635,1355,508,16116,49030,7033,8587,68310,68750,1238,1681,1238,63373,14092
51021,2464,3258,2590,47,68,12,1267,5117,842,1070,6752,6827,66,100,66,6574,1195
51023,12822,13275,13878,254,606,222,7601,23601,3185,3615,32809,33074,634,831,634,30759,9569
51025,6029,7798,6910,223,775,372,3783,12182,1014,2638,17185,17372,244,309,244,16075,1533
51027,9384,10418,10134,369,424,219,4613,17810,1284,7026,23726,24071,279,291,279,22552,6610
51029,5728,8102,6295,238,303,194,3057,12552,1418,2157,16950,17071,245,325,245,15552,2574
51031,21581,21799,23450,550,1596,593,13413,37553,4644,7794,54206,54797,972,1433,972,50696,13469
51033,10649,11240,11579,353,929,369,6178,19394,2931,3983,28134,28510,754,1295,754,25281,2588
51035,12622,12352,12626,363,403,217,6208,21937,2643,5325,29684,29989,526,715,526,27595,5849
51036,2777,3018,3136,33,168,65,1389,5409,757,1047,7171,7226,36,82,36,6802,548
51037,4803,4979,5213,174,272,115,2848,8691,1228,2372,12418,12546,181,187,181,11574,2848
51041,113090,118821,131619,3898,6343,2308,90717,207467,27224,30004,313367,316895,25266,29888,25266,265396,26844
51043,5580,5728,5836,81,260,56,3299,10090,1662,1223,14062,14143,527,690,527,12546,2306
51045,2073,1964,2272,14,206,97,1201,3716,624,884,5162,5186,16,65,16,4818,1067
51047,15826,18622,18216,512,1206,354,11613,31288,3741,4832,46345,46894,3294,4093,3294,39829,4584
51049,4016,4000,4110,72,307,183,2193,6661,811,1623,9796,9951,122,190,122,8869,2234
51051,6404,6652,6520,178,444,322,3110,11413,1136,4592,15745,15877,200,200,200,14705,4714
51053,9788,11096,11787,212,809,231,6228,19008,2366,4753,27784,27926,485,779,485,25682,3921
51057,4351,4410,4809,60,275,78,2348,7604,1085,1702,11033,11130,242,297,242,10224,1027
51059,388452,424440,442244,15638,20116,5090,297048,737351,83722,67654,1070527,1083770,317820,345146,317820,634536,46620
51061,23031,25469,26613,718,2055,766,17879,44318,6489,6671,64903,65495,3708,4578,3708,56267,6504
51063,6076,6080,6431,92,319,150,3054,10955,1433,2350,15164,15268,192,311,192,14011,2851
51065,9419,9206,11565,282,563,216,5827,18370,2392,2671,25516,25749,760,1201,760,23100,3454
51067,23552,22889,23677,858,1131,577,12123,39953,4860,8395,55280,56012,1553,1835,1553,51405,10584
51069,29146,30726,31598,1193,1425,486,20200,52897,7132,7883,77216,78397,4182,5495,4182,67665,11727
51071,7126,6885,7258,217,526,290,3666,12184,1495,3169,16912,17149,209,318,209,15400,4513
51073,13874,14852,15565,515,1056,281,8773,25863,4475,4289,36333,36821,638,1470,638,34027,3747
51075,7909,8850,9110,402,253,97,4435,15999,1997,1712,21398,21496,525,733,525,19429,2363
51077,6807,6385,6819,105,338,248,2693,11594,1133,2999,15405,15535,135,209,135,14386,3844
51079,6884,7170,7380,85,765,333,3998,12517,1687,1931,18325,18453,701,948,701,16133,5093
51081,3310,6863,3665,94,256,144,1919,8960,984,1509,12070,12127,154,255,154,11104,1177
51083,14685,13979,15671,451,1011,434,8041,25602,2839,6054,35627,36140,436,599,436,33418,8051
51085,36444,38816,41324,941,1611,695,27145,66998,8227,10205,99188,99964,3307,3955,3307,90674,13200
51087,123392,113384,132910,4948,5601,1908,79786,208225,22930,29985,303641,307576,34492,37052,34480,247767,21853
51089,22734,21261,23605,512,1105,545,11511,38900,4560,9686,53440,53971,1699,1809,1699,48213,9069
51091,1052,1038,1040,17,57,25,309,1927,309,344,2299,2317,10,37,10,2264,381
51093,13585,13946,14909,347,844,420,8789,24805,4216,4587,34836,35240,812,1226,812,32095,5498
51095,26579,26472,28853,782,1325,566,16027,47981,8887,5884,66240,66939,5270,6442,5270,58289,5124
51097,2924,2895,2937,78,58,33,1141,5051,684,756,6911,6968,149,205,149,6302,1411
51099,8166,9088,9260,510,669,205,6205,15323,3031,2578,23328,23739,533,860,533,21081,1774
51101,6035,6056,6495,216,610,427,3866,10752,1259,1846,15695,15861,340,441,340,14451,2416
51103,5395,4601,5308,61,226,55,1715,8964,1483,1887,11303,11371,213,260,213,10541,1095
51105,9841,11262,10134,295,770,551,5240,18420,1823,6036,25257,25528,307,374,307,23528,4088
51107,104195,114160,119108,5640,5553,1346,95666,200381,20274,15279,309919,314980,70465,77405,70465,203204,16208
51109,13023,13204,13860,470,1040,516,6794,23515,3136,4263,32598,33083,843,1136,843,30208,5603
51111,4601,5776,5007,128,304,83,2670,9244,1246,1950,12757,12838,363,482,363,11575,1741
51113,5069,5232,5583,78,176,68,2899,9411,1278,1635,13168,13270,419,471,419,12309,1612
51115,3815,3663,4125,94,93,45,1641,6774,1119,928,8856,8965,203,323,203,8500,1029
51117,12642,13344,13975,466,1018,430,6616,23821,2813,5808,32113,32548,868,1138,868,29976,5414
51119,4393,4695,4731,65,316,140,1869,8425,1352,1675,10783,10855,281,329,281,10272,863
51121,34739,42450,39198,894,994,246,41493,49648,5041,8554,93378,94179,8358,9516,8358,80374,12106
51125,6415,6117,6515,92,465,191,2979,11089,1386,2352,14851,15000,352,479,352,14139,3834
51127,6719,7722,7435,91,483,199,4389,13166,1928,1682,18371,18460,326,604,326,17082,1825
51131,5025,4743,5491,72,331,141,2112,9087,1142,1768,12286,12408,723,839,723,10807,4492
51133,5557,5262,5561,111,506,232,1824,9625,1595,1878,12298,12389,362,455,362,11627,1101
51135,5504,6864,6323,185,389,161,3497,11056,1420,2520,15685,15875,305,486,305,14248,1980
51137,12617,13353,14026,343,747,335,7480,23730,3727,4391,33294,33625,1485,1888,1485,29595,3321
51139,9469,9741,10079,239,481,234,4816,17065,2078,3646,23837,24038,327,410,327,22035,4012
51141,7519,7680,7939,104,383,286,3848,13702,1651,3417,18472,18513,191,213,191,17329,3085
51143,26249,25639,26810,729,1786,906,14233,45431,5342,10147,62717,63318,1221,1444,1221,58397,12324
51145,9429,13114,10247,257,549,256,6151,20055,2474,2371,27766,28003,687,917,687,25571,5223
51147,7227,9754,10045,317,546,194,8547,13069,1589,3837,22817,23017,377,506,377,20983,3419
51149,10811,16233,13058,249,751,254,8568,24403,4078,3795,35736,36013,1326,2486,1326,31405,3723
51153,129643,150860,155615,7456,11223,3552,119934,252907,38940,26631,397261,404011,84994,95287,84994,261364,20716
51155,14874,14547,14861,402,902,667,6819,25630,3366,6755,34523,34869,507,618,507,32349,8074
51157,3276,3067,3200,90,97,38,1564,5541,754,1075,7382,7440,305,366,305,6760,830
51159,2754,4514,3355,121,211,25,1705,7041,619,1331,9148,9234,431,497,431,8402,976
51161,37876,35858,40391,1264,1350,610,21921,65643,8908,10022,91393,92432,4729,5429,4729,81721,13725
51163,9093,9182,9573,249,623,256,4454,16283,2629,3649,22119,22357,380,571,380,20474,6762
51165,29616,29859,31698,1109,1656,891,18121,51607,4999,8955,75362,76353,3744,4330,3744,65855,22740
51167,11140,11889,12209,154,962,517,5618,20818,1501,7759,28531,28773,367,415,367,26934,6088
51169,9610,9639,9766,108,413,344,4074,16914,1491,5372,22952,23061,196,242,196,21625,4316
51171,17261,16686,17792,473,743,342,8670,29748,3926,5422,41613,42076,1639,2269,1639,36812,9254
51173,12567,12835,13794,293,615,293,6424,22932,2595,6889,31790,32103,406,582,406,29612,6405
51175,6532,8129,7349,144,384,175,4135,13256,2042,2463,18452,18576,179,207,179,17316,3126
51177,41380,46234,49148,1826,3459,1474,34566,78618,13012,12876,121334,122854,7545,10087,7545,103906,16795
51179,41204,50013,49705,1835,3189,1413,39706,79969,17029,8906,127675,129446,10520,14380,10520,105000,16300
51181,2572,2859,2955,55,260,14,1628,4891,681,1032,6899,6988,64,93,64,6462,645
51183,3639,6280,4208,124,246,65,2469,8856,1198,1980,11902,12095,197,237,197,11307,1305
51185,18136,18448,18998,346,998,670,9477,32378,3537,11672,44482,44846,401,539,401,41809,10070
51187,14349,14911,15156,642,1020,361,9048,25441,3621,4143,37094,37567,1324,1606,1324,33454,4102
51191,22913,22306,23547,635,1192,572,11371,39609,4701,10200,54024,54691,576,792,576,50862,10452
51193,7077,7032,7597,219,548,191,3613,12616,1811,2657,17315,17468,545,604,545,15976,1161
51195,15673,17843,16516,490,1148,763,8995,28592,3052,9374,40866,41361,675,819,675,38110,5145
51197,11610,11644,12530,160,536,378,6231,20865,2357,5093,29004,29203,182,308,182,27201,5951
51199,24008,25332,26654,974,797,280,19161,42963,10018,5073,64670,65503,4509,6367,4509,56337,6417
51510,64729,56930,62321,2330,1330,428,28830,106444,11051,8644,137982,140337,35214,38630,35214,90185,5313
51515,2723,2156,2963,67,252,140,1423,4386,593,1318,6069,6103,155,236,155,5716,1177
51520,7757,6676,7995,248,528,301,3994,12488,1602,3794,17520,17747,226,272,226,16193,3601
51530,2732,2548,2990,171,175,91,1894,4305,483,1321,6585,6679,40,80,40,6128,1767
51540,17319,17849,19867,407,596,262,17898,24772,1986,4149,42788,43223,5357,6094,5357,35011,5646
51550,79380,84950,91740,3058,6319,2069,63903,145213,26736,21174,220449,223233,10694,14494,10694,193583,29923
51570,7004,6434,7809,109,370,160,4023,11924,1975,2421,17366,17426,917,1335,917,15481,2257
51580,2584,2437,2427,84,146,60,1224,4063,726,1279,5800,5903,72,91,72,5402,1394
51590,18986,15807,19663,554,1461,803,10422,29644,4221,7971,42683,43185,1306,1486,1306,38407,4174
51595,2486,2189,2591,111,142,75,1159,3941,381,1056,5771,5825,168,257,168,5124,406
51600,8519,9147,9826,337,426,88,5817,15909,1801,1666,22387,22712,5533,6058,5533,14603,652
51610,4857,4591,5228,136,97,28,3533,8342,715,817,12123,12300,2250,2671,2250,8506,777
51620,3532,2935,3837,151,63,14,2165,5655,750,1543,8392,8531,188,282,188,7745,1512
51630,9705,9285,11281,415,379,181,7879,14399,1862,2447,24615,24932,2221,3096,2221,20182,2167
51640,3354,2538,3224,112,71,20,1322,5234,639,1431,6865,6942,423,428,423,6039,1179
51650,52547,52827,58958,1703,3423,1415,39497,88747,20099,14912,135970,137471,6780,9723,6780,119777,9944
51660,15334,19698,22874,641,327,183,23794,21495,1667,2941,48430,49043,7291,9276,7291,36492,15319
51670,8686,7996,9671,341,747,319,4906,14734,1946,3558,22104,22501,868,1170,868,19509,2896
51678,1801,4080,2256,16,73,23,4211,2625,370,624,6988,6990,410,505,410,6187,651
51680,28466,28984,34389,1263,1360,530,27220,43581,5615,9201,74448,75657,3669,4158,3669,66843,6872
51683,12011,14314,14750,680,842,421,10920,23306,2587,2999,37264,37943,9446,10141,9446,22158,2034
51685,4277,5328,5541,178,429,117,4000,8868,741,1053,14237,14409,4584,4831,4584,7074,748
51690,6005,4938,6558,230,426,191,3222,9899,1256,2675,13684,13854,627,739,627,12014,1350
51700,69467,68487,75529,2982,3825,2038,52630,112562,22193,18368,178090,180831,12411,18339,12411,150588,10054
51710,85247,103724,95720,4109,5913,2786,68202,144060,27391,26516,239535,243056,16031,20251,16031,205194,24741
51720,1701,1371,1798,0,137,88,973,2614,294,649,3971,3971,55,55,55,3725,584
51730,12236,12058,14511,346,1021,304,6268,21695,2764,6211,31778,32226,1234,1540,1234,28700,907
51735,4592,4792,5075,137,293,43,3214,8382,1391,1243,11982,12110,592,890,592,10769,1456
51740,36788,36311,40322,1712,3171,1319,25129,62604,10571,13863,94322,95786,2620,3383,2620,84767,10191
51750,5624,6960,7715,89,85,26,9104,6753,919,1618,16364,16511,956,1046,956,14782,1979
51760,83775,80749,91173,2862,3561,1271,56033,131135,12502,30768,202488,205348,15243,17196,15243,172753,8075
51770,42644,37053,41781,1446,2110,1135,21366,67192,7631,15879,95480,96742,6276,6991,6276,82406,9351
51775,9953,9706,11182,223,404,132,7103,16451,2303,3156,24640,24792,1280,1377,1280,21979,4044
51790,10613,8814,11281,217,402,241,5395,16865,1941,3613,23741,23906,651,802,651,21623,4714
51800,30502,31304,34721,1061,2592,1155,23707,55370,10652,9059,83025,84216,2495,3865,2495,74944,12508
51810,164226,171174,181780,6417,10049,3863,120581,286993,61092,39749,433860,439528,38133,49549,38133,363620,55579
51820,8734,7829,8977,324,395,225,4801,14377,1820,2955,20745,21030,957,1284,957,18463,3930
51830,4281,5921,7104,52,26,16,7277,6721,945,912,14157,14207,1258,1610,1258,12416,833
51840,10454,10375,11037,297,524,172,6460,17180,1639,2957,26007,26330,3274,3759,3274,20213,2381
54001,6206,6553,6935,132,233,29,3869,11290,1308,2826,16338,16472,71,83,71,15367,2384
54003,39992,40458,42093,1464,2141,966,25671,70130,10749,13824,103271,104410,3436,4233,3436,92909,11287
54005,9755,9813,10165,242,808,534,4768,17216,2042,6595,24290,24617,21,46,21,22959,3215
54007,6009,6120,5998,100,426,282,2627,10394,1419,3085,14412,14531,52,66,52,13649,1244
54009,9911,9878,10554,299,357,95,5378,17217,2208,3871,23843,24021,231,400,231,22587,1807
54011,40484,38740,41693,1100,1343,807,25213,65218,8465,18455,95137,96240,1873,2275,1873,88315,9881
54013,3182,3223,3156,93,178,72,1605,5478,663,1656,7537,7613,11,26,11,7136,867
54015,3441,3768,3790,155,135,94,2227,6518,656,2024,9297,9432,40,40,40,8773,1258
54017,2773,3674,3094,81,88,56,1760,5737,771,950,8099,8147,50,92,50,7681,983
54019,17733,18940,19093,496,944,522,9677,32889,4057,10982,45486,46000,246,387,246,42548,5282
54021,2539,4595,2976,62,64,28,2316,6175,839,1344,8528,8623,293,365,293,7775,758
54023,4673,4823,5010,176,67,10,2603,8557,1026,2054,11757,11929,16,84,16,11213,1459
54025,15397,14443,15311,299,825,424,7389,25770,4049,6692,35310,35572,233,330,233,33376,3321
54027,10563,9899,9608,137,324,242,5138,16832,1504,4728,23571,23791,146,147,146,22251,2203
54029,12989,12124,13383,430,571,269,6223,22532,2958,5061,30240,30594,272,423,272,28431,2552
54031,4764,5659,5641,71,182,87,3136,9429,987,2465,13830,13912,288,367,288,12558,1369
54033,27761,27129,29414,991,1813,1021,14835,48780,6635,13910,67996,68959,622,984,622,63450,14359
54035,11399,11505,12167,217,535,400,6694,20290,2788,4773,28963,29206,115,148,115,27053,3571
54037,19824,20959,21996,569,1351,622,14543,35617,4708,6167,52984,53545,2210,2997,2210,47326,3380
54039,82961,75702,83948,1771,3763,2066,40920,137855,16786,35826,190764,192572,3026,3720,3026,177585,23492
54041,6570,6716,6941,141,284,163,3035,11827,1486,2555,16252,16389,126,155,126,15322,2210
54043,8500,8676,9003,216,691,343,4126,15197,1632,5651,21466,21714,73,121,73,20170,6139
54045,14802,14942,15430,352,1029,758,7046,26314,3104,10669,36187,36508,133,200,133,34233,2996
54047,8348,8966,9398,199,764,487,3718,15864,1623,6835,21793,21966,44,67,44,20589,1418
54049,22761,22746,24373,645,1166,655,13129,39094,5239,8461,55789,56460,677,921,677,52153,3755
54051,14068,13341,14194,404,513,202,7130,23734,3466,5384,32636,32993,227,275,227,30727,3651
54053,10381,10705,11754,246,957,357,5954,19474,2769,5434,26999,27242,112,305,112,25363,3094
54055,25784,24308,27340,763,1930,964,13729,43885,5519,15310,61565,62251,674,880,674,57108,6951
54057,11183,11346,11897,375,534,206,6107,19489,2513,4722,27690,28049,84,111,84,26135,2749
54059,10873,10564,11198,250,879,600,5563,18722,1469,8366,26369,26660,112,129,112,24708,2679
54061,35777,43134,40488,1168,1074,500,35764,55433,5782,11142,95487,96417,4392,4975,4392,86638,7803
54063,5614,5532,5687,134,258,102,2526,9775,949,2937,13400,13528,44,88,44,12571,1208
54065,7306,7140,7384,120,132,73,3688,12784,1316,3229,17222,17507,198,287,198,16359,2072
54067,10366,10481,11343,243,657,191,5181,18678,1903,5710,25909,26201,342,404,342,24506,2888
54069,18508,17420,19891,445,636,304,11058,30769,3892,6852,43840,44307,618,793,618,40675,2313
54071,3355,3299,3185,94,182,64,1241,5686,738,1616,7597,7666,26,62,26,7145,583
54073,2726,3409,2951,82,214,87,1613,5481,800,1371,7514,7630,16,34,16,7139,1120
54075,3783,3825,3633,104,163,113,1432,6613,872,2033,8663,8750,69,88,69,8228,912
54077,12780,14431,13639,375,751,480,6278,24405,3265,5770,33085,33471,375,562,375,30986,3587
54079,21130,21777,22919,717,1259,684,12128,38851,5151,7263,54922,55660,805,987,805,51074,6300
54081,31500,32412,32693,994,1673,806,16391,55881,7917,16080,77917,78852,1248,1565,1248,70881,30712
54083,11238,12658,11972,277,503,215,6021,21096,2857,5421,29080,29361,154,251,154,27446,2437
54085,4120,4262,4357,144,156,84,2244,7484,1074,2128,10275,10391,15,24,15,9735,1667
54087,5817,5979,6225,165,296,102,2790,10654,1378,3508,14668,14884,43,107,43,13868,2262
54089,5270,5174,6629,172,192,117,2692,10465,1319,3440,13727,13813,43,100,43,12748,1124
54091,6800,6995,6980,298,338,170,3497,12164,1592,2726,16648,16889,41,120,41,15729,2638
54093,3129,2983,3052,77,96,66,1327,5220,714,1537,7057,7109,20,46,20,6752,652
54095,3635,3789,3869,54,219,56,1745,6637,955,2128,9116,9188,15,26,15,8610,1290
54097,9084,9933,10215,284,420,213,6026,16438,2161,3869,23904,24210,166,231,166,22625,3443
54099,16783,16673,17999,386,926,530,10120,29657,3885,9190,41930,42273,197,243,197,39600,3934
54101,4115,3741,3870,104,428,281,1478,6603,710,1972,9080,9158,48,63,48,8547,1639
54103,6980,6623,7120,256,415,239,3319,11868,1569,2522,16339,16526,103,172,103,15505,2072
54105,2303,2419,2366,86,158,73,1244,4088,639,1267,5704,5769,31,47,31,5444,1683
54107,35783,33935,37418,1014,1844,1015,20026,61224,8314,15049,85861,86835,679,1009,679,80410,22081
54109,9146,9654,9838,217,613,441,4845,16796,1789,7071,23475,23668,29,52,29,22132,1458
